"Id","SalePrice"
1461,110543.506514172
1462,156051.714547781
1463,186455.015113024
1464,183950.113105476
1465,151008.185508634
1466,189055.002680398
1467,141368.081321733
1468,169930.936503509
1469,157283.278537411
1470,109031.482565688
1471,156872.911446153
1472,120301.6878604
1473,131422.16689091
1474,169017.617548032
1475,104041.883358471
1476,255363.492639321
1477,177918.175606637
1478,193343.789143075
1479,205636.572143527
1480,289681.910119213
1481,247307.713888727
1482,160253.879655592
1483,155538.151686166
1484,136983.750835687
1485,160662.99514352
1486,196824.599475727
1487,268804.808112049
1488,183047.152553702
1489,144591.632232574
1490,170235.219538831
1491,189454.544078183
1492,122962.338425486
1493,172869.090541147
1494,256798.16232156
1495,244902.927856417
1496,172261.788170625
1497,191550.16136247
1498,142721.163411245
1499,142721.163411245
1500,146458.635991932
1501,174689.167583527
1502,130158.288855129
1503,165153.510757589
1504,208200.55937292
1505,172666.69047792
1506,206327.325335575
1507,270703.478986475
1508,212431.109750621
1509,188055.618324228
1510,146044.042783781
1511,143656.834571006
1512,174487.07161799
1513,200989.960709427
1514,196327.884892814
1515,267474.593589847
1516,179126.881103297
1517,135203.437358957
1518,183950.113105476
1519,171451.57338738
1520,136774.475238625
1521,143345.041601651
1522,181540.795215524
1523,156872.911446153
1524,128470.371579148
1525,118701.247613011
1526,120408.274896181
1527,120088.473123679
1528,145214.348987204
1529,140117.431603028
1530,162808.411585128
1531,207806.395931809
1532,114847.430719694
1533,157898.541432443
1534,148011.866527315
1535,186855.350098013
1536,147390.856274817
1537,103606.401668621
1538,180133.242282558
1539,249037.08301972
1540,247884.362459909
1541,170438.031546914
1542,184752.211123089
1543,229721.527366663
1544,96271.8627142805
1545,135622.635686647
1546,142305.027255234
1547,168713.02067509
1548,164949.779610693
1549,125932.501658432
1550,177111.717462805
1551,128892.647641977
1552,219390.198589863
1553,179529.522661422
1554,155538.151686166
1555,191051.504474768
1556,145214.348987204
1557,162502.172985898
1558,113021.140863299
1559,211743.245056466
1560,191550.16136247
1561,206623.260821969
1562,110111.804135445
1563,107083.014932881
1564,160560.730297272
1565,167392.186621632
1566,171755.468165693
1567,95280.6207389853
1568,221247.088984506
1569,184551.73353476
1570,129525.69002788
1571,176607.413618967
1572,139804.519337353
1573,174284.942065701
1574,152863.677784803
1575,166680.349225313
1576,203661.151522441
1577,145006.819381021
1578,167900.376041769
1579,117953.317257145
1580,192746.179513475
1581,124448.691307607
1582,108382.55269867
1583,220954.044849122
1584,232633.293935614
1585,105346.765937937
1586,82364.3151487961
1587,120834.487848516
1588,142305.027255234
1589,134364.480314165
1590,131843.071533554
1591,117418.664667719
1592,152657.672188464
1593,106215.399409881
1594,285354.736399015
1595,190153.450936139
1596,236023.764052085
1597,240276.191432099
1598,188755.26712935
1599,125296.891772856
1600,141784.611376499
1601,70992.16699004
1602,132999.568118635
1603,116562.492728104
1604,188155.590987584
1605,214885.171296102
1606,151523.926503373
1607,227777.407979064
1608,157796.021534852
1609,144176.273977039
1610,167798.755831208
1611,149356.109825847
1612,166375.142602471
1613,157590.953061802
1614,115812.60169238
1615,131422.16689091
1616,131422.16689091
1617,131422.16689091
1618,108166.118977895
1619,103715.296669397
