"Id","SalePrice"
1461,114778.870864399
1462,149743.055723167
1463,153791.426780561
1464,169856.269859815
1465,228657.469617563
1466,172031.428334801
1467,150288.716118083
1468,163710.99325226
1469,178121.314041452
1470,96045.3513896163
1471,186946.908238269
1472,132684.411703981
1473,124390.947326913
1474,163301.385365025
1475,146989.698468439
1476,379639.399290035
1477,246769.831823137
1478,333582.977628368
1479,263950.184952218
1480,402557.34971561
1481,287590.111988407
1482,235061.942262565
1483,157112.601702181
1484,175528.773112776
1485,189033.086776599
1486,207740.323926336
1487,298951.884679032
1488,250051.563512202
1489,179994.941589914
1490,163847.197232763
1491,204087.396918571
1492,120602.463166597
1493,165020.773183848
1494,292668.683138351
1495,286286.760711245
1496,195258.671636748
1497,205133.700446424
1498,178908.783878482
1499,178908.783878482
1500,152780.590046462
1501,165826.164605379
1502,171407.529673918
1503,226846.677104139
1504,265474.974630113
1505,195471.884468794
1506,179166.809079882
1507,203273.534470054
1508,190841.594657587
1509,163308.185939752
1510,130642.977125087
1511,129645.923646578
1512,149121.191115861
1513,176997.216542423
1514,157524.637754248
1515,181877.239701776
1516,167771.241888825
1517,140086.194558648
1518,152827.525530129
1519,194831.223245466
1520,126720.725121236
1521,129515.04586636
1522,160653.468150798
1523,113742.064960982
1524,123084.314789524
1525,118641.361068067
1526,119431.445992595
1527,100456.168692171
1528,144815.777413965
1529,128151.17800673
1530,152722.780373184
1531,129623.760618072
1532,116834.992053956
1533,135469.611453958
1534,146106.019554831
1535,146499.217387478
1536,131201.648419276
1537,60397.5797325097
1538,248193.252159286
1539,303186.99895895
1540,175558.844240722
1541,156008.971246144
1542,145730.395222924
1543,212418.787552602
1544,90646.2668111748
1545,140287.929849792
1546,143459.780556845
1547,139706.270365035
1548,153653.27105102
1549,121948.005333199
1550,150159.731300921
1551,137007.771964537
1552,132933.898870292
1553,159823.628340217
1554,149513.774086663
1555,155542.323557961
1556,130297.43875904
1557,137291.524355387
1558,128889.287481617
1559,130759.564075326
1560,155730.910467886
1561,135850.656092265
1562,114570.286260782
1563,113094.403219321
1564,136526.60019007
1565,139196.772194243
1566,185560.809153688
1567,90211.2099599501
1568,185076.913553722
1569,102153.358768238
1570,137320.160279423
1571,120182.944406009
1572,128018.062894615
1573,186826.182137087
1574,140226.29585742
1575,182991.542252961
1576,178086.83611415
1577,180235.014044415
1578,162798.707647059
1579,118293.271857231
1580,205728.10619426
1581,121277.958407744
1582,113730.349174128
1583,272914.175380646
1584,224525.443510377
1585,124744.369658186
1586,66811.0772228607
1587,119627.778774112
1588,129077.385802082
1589,105840.906823025
1590,138456.806669869
1591,99411.7479879996
1592,140138.418807565
1593,125221.454605
1594,165869.495256783
1595,147695.601824731
1596,215108.123656747
1597,173033.170814289
1598,203736.883622751
1599,199514.55928321
1600,222055.610001925
1601,50664.2872530339
1602,139020.055104267
1603,99074.1297918169
1604,253271.594128919
1605,269403.648716264
1606,155214.501116887
1607,197130.841708565
1608,187457.479239059
1609,179754.400776804
1610,146436.293318238
1611,132011.975311777
1612,145857.457113295
1613,142225.689491118
1614,117290.396230611
1615,104757.133103899
1616,104757.133103899
1617,104757.133103899
1618,113624.718813446
1619,111426.888287155
1620,199868.869254025
1621,132435.561511753
1622,147868.964731356
1623,262827.731117287
1624,177885.7893854
1625,126753.955726229
1626,162293.753781166
1627,170028.341049665
1628,289297.443334746
1629,202528.386601488
1630,301246.903925893
1631,242425.911880907
1632,258691.333939944
1633,189479.754352766
1634,171225.787556211
1635,166004.366653874
1636,150443.015269806
1637,164904.670362022
1638,222422.789022455
1639,172705.615539489
1640,247759.210824176
1641,174208.656326411
1642,214916.937149432
1643,266987.085245446
1644,263301.194752939
1645,153483.939524016
1646,146567.224298707
1647,178483.779010314
1648,128372.589043154
1649,122423.339220652
1650,95243.6307138663
1651,95243.6307138663
1652,132684.411703981
1653,132684.411703981
1654,167420.042450206
1655,169783.297666539
1656,163301.385365025
1657,167420.042450206
1658,163301.385365025
1659,146989.698468439
1660,125677.844320136
1661,427824.591034879
1662,402192.899518453
1663,357982.473645043
1664,393232.125908926
1665,336597.941977333
1666,261578.926498829
1667,301149.763108837
1668,337149.045205537
1669,319834.495378811
1670,342204.861370532
1671,209050.054912385
1672,387328.078726006
1673,310240.340061326
1674,250751.191485721
1675,158740.460288803
1676,156240.737667857
1677,188135.098838238
1678,382123.508505757
1679,284974.689136187
1680,347981.316306428
1681,313369.946629172
1682,257351.994926651
1683,190755.439289438
1684,193540.58958992
1685,164841.016346377
1686,180115.036208968
1687,189033.086776599
1688,202629.49687224
1689,200798.109702017
1690,195312.00670232
1691,187230.8097153
1692,274366.887914822
1693,189033.086776599
1694,165915.300556212
1695,192128.074159856
1696,233568.315734031
1697,192128.074159856
1698,309108.774488795
1699,277622.44998518
1700,222907.206763941
1701,286652.571373618
1702,256371.501901719
1703,254020.613433607
1704,256739.827476176
1705,239329.819224424
1706,389757.197210069
1707,192455.383359288
1708,190589.751969609
1709,319749.552627247
1710,240413.326974061
1711,262353.01908141
1712,264772.81833378
1713,204237.348204945
1714,198682.210213978
1715,203787.010845494
1716,171289.398444497
1717,166801.764514089
1718,141589.012885617
1719,211539.300812099
1720,244677.747921533
1721,165185.738686989
1722,125403.702200331
1723,131777.169268427
1724,193215.961682038
1725,225566.071597542
1726,175159.104762591
1727,157497.838852705
1728,198004.404646185
1729,160718.294420605
1730,181259.562902403
1731,119037.360464956
1732,113094.403219321
1733,113094.403219321
1734,127138.237386871
1735,115607.729094682
1736,115607.729094682
1737,274922.643910778
1738,208808.416402451
1739,259836.411418386
1740,174994.350426297
1741,146343.134287327
1742,165826.164605379
1743,193324.259412155
1744,256248.554897128
1745,198017.098962348
1746,300127.010347122
1747,223170.788088043
1748,207995.710694751
1749,141880.919367596
1750,144430.245021388
1751,221330.77199822
1752,113094.403219321
1753,144100.030812516
1754,222907.206763941
1755,156919.464990532
1756,96574.4501584451
1757,113094.403219321
1758,114601.927643089
1759,157524.637754248
1760,134068.960357497
1761,133193.072097246
1762,171831.544769184
1763,160488.001072226
1764,118043.718277274
1765,165149.492944643
1766,163164.515604708
1767,168252.39583009
1768,126765.78403599
1769,177471.607034296
1770,139485.321470787
1771,129340.241248862
1772,136889.710544333
1773,108851.516774275
1774,162522.511256607
1775,136694.340369111
1776,125312.126825338
1777,109219.88894607
1778,121517.880192736
1779,129689.506737249
1780,187779.562259133
1781,129252.709465561
1782,72856.9232431371
1783,142569.243831907
1784,102659.627876146
1785,123740.148825598
1786,151022.526284021
1787,205629.212709242
1788,52845.6450947727
1789,112130.577830446
1790,70285.4305617318
1791,204887.098790508
1792,152053.043308443
1793,135536.011794279
1794,130695.274568005
1795,138917.894173977
1796,140790.424331521
1797,140338.297546757
1798,121995.660447091
1799,105723.105234877
1800,128505.168503697
1801,123911.026548068
1802,157082.186218095
1803,169626.411107777
1804,117088.313582575
1805,135800.53571619
1806,151963.419185845
1807,183663.771313761
1808,133777.927497051
1809,147257.453775864
1810,143725.71866151
1811,131814.410367419
1812,139471.454977726
1813,134689.516309169
1814,95109.0497804933
1815,53308.9254140002
1816,109163.876679083
1817,125583.965730892
1818,186060.585282415
1819,147847.567639679
1820,93056.0094261385
1821,156439.547287672
1822,158187.09050915
1823,73043.5595150945
1824,154356.733067433
1825,154746.58833369
1826,126675.642804833
1827,119774.720237593
1828,151971.88998167
1829,123459.699790324
1830,176713.119228049
1831,217673.564170428
1832,171439.183094227
1833,183124.908840841
1834,154137.404525065
1835,213986.503511746
1836,164152.523661084
1837,96486.5610037509
